Group_ID,Team_ID,Tournament_ID,Tournament,Group,GSRound,Pos,Team,Pld,W,D,L,GF,GA,GD,Pts,Result,GR
254,NIG,USA-94,USA 1994,D,1,1,Nigeria,3,2,0,1,6,2,4,6,Advanced,
255,BUL,USA-94,USA 1994,D,1,2,Bulgaria,3,2,0,1,6,3,3,6,Advanced,
256,ARG,USA-94,USA 1994,D,1,3,Argentina,3,2,0,1,6,3,3,6,Advanced,
257,GRE,USA-94,USA 1994,D,1,4,Greece,3,0,0,3,0,10,-10,0,Eliminated,
258,MEX,USA-94,USA 1994,E,1,1,Mexico,3,1,1,1,3,3,0,4,Advanced,
259,REP,USA-94,USA 1994,E,1,2,Republic of Ireland,3,1,1,1,2,2,0,4,Advanced,
260,ITA,USA-94,USA 1994,E,1,3,Italy,3,1,1,1,2,2,0,4,Advanced,
261,NOR,USA-94,USA 1994,E,1,4,Norway,3,1,1,1,1,1,0,4,Eliminated,
262,NET,USA-94,USA 1994,F,1,1,Netherlands,3,2,0,1,4,3,1,6,Advanced,
263,SAU,USA-94,USA 1994,F,1,2,Saudi Arabia,3,2,0,1,4,3,1,6,Advanced,
264,BEL,USA-94,USA 1994,F,1,3,Belgium,3,2,0,1,2,1,1,6,Advanced,
265,MOR,USA-94,USA 1994,F,1,4,Morocco,3,0,0,3,2,5,-3,0,Eliminated,
266,BRA,FRA-98,France 1998,A,1,1,Brazil,3,2,0,1,6,3,3,6,Advanced,
267,NOR,FRA-98,France 1998,A,1,2,Norway,3,1,2,0,5,4,1,5,Advanced,
268,MOR,FRA-98,France 1998,A,1,3,Morocco,3,1,1,1,5,5,0,4,Eliminated,
269,SCO,FRA-98,France 1998,A,1,4,Scotland,3,0,1,2,2,6,-4,1,Eliminated,
270,ITA,FRA-98,France 1998,B,1,1,Italy,3,2,1,0,7,3,4,7,Advanced,
271,CHI,FRA-98,France 1998,B,1,2,Chile,3,0,3,0,4,4,0,3,Advanced,
272,AUT,FRA-98,France 1998,B,1,3,Austria,3,0,2,1,3,4,-1,2,Eliminated,
273,CAM,FRA-98,France 1998,B,1,4,Cameroon,3,0,2,1,2,5,-3,2,Eliminated,
274,FRA,FRA-98,France 1998,C,1,1,France,3,3,0,0,9,1,8,9,Advanced,
275,DEN,FRA-98,France 1998,C,1,2,Denmark,3,1,1,1,3,3,0,4,Advanced,
276,RSA,FRA-98,France 1998,C,1,3,South Africa,3,0,2,1,3,6,-3,2,Eliminated,
277,SAU,FRA-98,France 1998,C,1,4,Saudi Arabia,3,0,1,2,2,7,-5,1,Eliminated,
278,NIG,FRA-98,France 1998,D,1,1,Nigeria,3,2,0,1,5,5,0,6,Advanced,
279,PAR,FRA-98,France 1998,D,1,2,Paraguay,3,1,2,0,3,1,2,5,Advanced,
280,SPA,FRA-98,France 1998,D,1,3,Spain,3,1,1,1,8,4,4,4,Eliminated,
281,BUL,FRA-98,France 1998,D,1,4,Bulgaria,3,0,1,2,1,7,-6,1,Eliminated,
282,NET,FRA-98,France 1998,E,1,1,Netherlands,3,1,2,0,7,2,5,5,Advanced,
283,MEX,FRA-98,France 1998,E,1,2,Mexico,3,1,2,0,7,5,2,5,Advanced,
284,BEL,FRA-98,France 1998,E,1,3,Belgium,3,0,3,0,3,3,0,3,Eliminated,
285,SKO,FRA-98,France 1998,E,1,4,South Korea,3,0,1,2,2,9,-7,1,Eliminated,
286,GER,FRA-98,France 1998,F,1,1,Germany,3,2,1,0,6,2,4,7,Advanced,
287,FRY,FRA-98,France 1998,F,1,2,FR Yugoslavia,3,2,1,0,4,2,2,7,Advanced,
288,IRA,FRA-98,France 1998,F,1,3,Iran,3,1,0,2,2,4,-2,3,Eliminated,
289,USA,FRA-98,France 1998,F,1,4,United States,3,0,0,3,1,5,-4,0,Eliminated,
290,ROM,FRA-98,France 1998,G,1,1,Romania,3,2,1,0,4,2,2,7,Advanced,
291,ENG,FRA-98,France 1998,G,1,2,England,3,2,0,1,5,2,3,6,Advanced,
292,COL,FRA-98,France 1998,G,1,3,Colombia,3,1,0,2,1,3,-2,3,Eliminated,
293,TUN,FRA-98,France 1998,G,1,4,Tunisia,3,0,1,2,1,4,-3,1,Eliminated,
294,ARG,FRA-98,France 1998,H,1,1,Argentina,3,3,0,0,7,0,7,9,Advanced,
295,CRO,FRA-98,France 1998,H,1,2,Croatia,3,2,0,1,4,2,2,6,Advanced,
296,JAM,FRA-98,France 1998,H,1,3,Jamaica,3,1,0,2,3,9,-6,3,Eliminated,
297,JAP,FRA-98,France 1998,H,1,4,Japan,3,0,0,3,1,4,-3,0,Eliminated,
298,DEN,KOR-02,Korea/Japan 2002,A,1,1,Denmark,3,2,1,0,5,2,3,7,Advanced,
299,SEN,KOR-02,Korea/Japan 2002,A,1,2,Senegal,3,1,2,0,5,4,1,5,Advanced,
300,URU,KOR-02,Korea/Japan 2002,A,1,3,Uruguay,3,0,2,1,4,5,-1,2,Eliminated,
301,FRA,KOR-02,Korea/Japan 2002,A,1,4,France,3,0,1,2,0,3,-3,1,Eliminated,
302,SPA,KOR-02,Korea/Japan 2002,B,1,1,Spain,3,3,0,0,9,4,5,9,Advanced,
303,PAR,KOR-02,Korea/Japan 2002,B,1,2,Paraguay,3,1,1,1,6,6,0,4,Advanced,
304,RSA,KOR-02,Korea/Japan 2002,B,1,3,South Africa,3,1,1,1,5,5,0,4,Eliminated,
305,SLN,KOR-02,Korea/Japan 2002,B,1,4,Slovenia,3,0,0,3,2,7,-5,0,Eliminated,
306,BRA,KOR-02,Korea/Japan 2002,C,1,1,Brazil,3,3,0,0,11,3,8,9,Advanced,
307,TUR,KOR-02,Korea/Japan 2002,C,1,2,Turkey,3,1,1,1,5,3,2,4,Advanced,
308,COS,KOR-02,Korea/Japan 2002,C,1,3,Costa Rica,3,1,1,1,5,6,-1,4,Eliminated,
309,CHN,KOR-02,Korea/Japan 2002,C,1,4,China,3,0,0,3,0,9,-9,0,Eliminated,
310,SKO,KOR-02,Korea/Japan 2002,D,1,1,South Korea,3,2,1,0,4,1,3,7,Advanced,
311,USA,KOR-02,Korea/Japan 2002,D,1,2,United States,3,1,1,1,5,6,-1,4,Advanced,
312,POR,KOR-02,Korea/Japan 2002,D,1,3,Portugal,3,1,0,2,6,4,2,3,Eliminated,
313,POL,KOR-02,Korea/Japan 2002,D,1,4,Poland,3,1,0,2,3,7,-4,3,Eliminated,
314,GER,KOR-02,Korea/Japan 2002,E,1,1,Germany,3,2,1,0,11,1,10,7,Advanced,
315,REP,KOR-02,Korea/Japan 2002,E,1,2,Republic of Ireland,3,1,2,0,5,2,3,5,Advanced,
316,CAM,KOR-02,Korea/Japan 2002,E,1,3,Cameroon,3,1,1,1,2,3,-1,4,Eliminated,
317,SAU,KOR-02,Korea/Japan 2002,E,1,4,Saudi Arabia,3,0,0,3,0,12,-12,0,Eliminated,
318,SWE,KOR-02,Korea/Japan 2002,F,1,1,Sweden,3,1,2,0,4,3,1,5,Advanced,
319,ENG,KOR-02,Korea/Japan 2002,F,1,2,England,3,1,2,0,2,1,1,5,Advanced,
320,ARG,KOR-02,Korea/Japan 2002,F,1,3,Argentina,3,1,1,1,2,2,0,4,Eliminated,
321,NIG,KOR-02,Korea/Japan 2002,F,1,4,Nigeria,3,0,1,2,1,3,-2,1,Eliminated,
322,MEX,KOR-02,Korea/Japan 2002,G,1,1,Mexico,3,2,1,0,4,2,2,7,Advanced,
323,ITA,KOR-02,Korea/Japan 2002,G,1,2,Italy,3,1,1,1,4,3,1,4,Advanced,
324,CRO,KOR-02,Korea/Japan 2002,G,1,3,Croatia,3,1,0,2,2,3,-1,3,Eliminated,
325,ECU,KOR-02,Korea/Japan 2002,G,1,4,Ecuador,3,1,0,2,2,4,-2,3,Eliminated,
326,JAP,KOR-02,Korea/Japan 2002,H,1,1,Japan,3,2,1,0,5,2,3,7,Advanced,
327,BEL,KOR-02,Korea/Japan 2002,H,1,2,Belgium,3,1,2,0,6,5,1,5,Advanced,
328,RUS,KOR-02,Korea/Japan 2002,H,1,3,Russia,3,1,0,2,4,4,0,3,Eliminated,
329,TUN,KOR-02,Korea/Japan 2002,H,1,4,Tunisia,3,0,1,2,1,5,-4,1,Eliminated,
330,GER,GER-06,Germany 2006,A,1,1,Germany,3,3,0,0,8,2,6,9,Advanced,
331,ECU,GER-06,Germany 2006,A,1,2,Ecuador,3,2,0,1,5,3,2,6,Advanced,
332,POL,GER-06,Germany 2006,A,1,3,Poland,3,1,0,2,2,4,-2,3,Eliminated,
333,COS,GER-06,Germany 2006,A,1,4,Costa Rica,3,0,0,3,3,9,-6,0,Eliminated,
334,ENG,GER-06,Germany 2006,B,1,1,England,3,2,1,0,5,2,3,7,Advanced,
335,SWE,GER-06,Germany 2006,B,1,2,Sweden,3,1,2,0,3,2,1,5,Advanced,
336,PAR,GER-06,Germany 2006,B,1,3,Paraguay,3,1,0,2,2,2,0,3,Eliminated,
337,TRI,GER-06,Germany 2006,B,1,4,Trinidad and Tobago,3,0,1,2,0,4,-4,1,Eliminated,
338,ARG,GER-06,Germany 2006,C,1,1,Argentina,3,2,1,0,8,1,7,7,Advanced,
339,NET,GER-06,Germany 2006,C,1,2,Netherlands,3,2,1,0,3,1,2,7,Advanced,
340,IVO,GER-06,Germany 2006,C,1,3,Ivory Coast,3,1,0,2,5,6,-1,3,Eliminated,
341,SAM,GER-06,Germany 2006,C,1,4,Serbia and Montenegro,3,0,0,3,2,10,-8,0,Eliminated,
342,POR,GER-06,Germany 2006,D,1,1,Portugal,3,3,0,0,5,1,4,9,Advanced,
343,MEX,GER-06,Germany 2006,D,1,2,Mexico,3,1,1,1,4,3,1,4,Advanced,
344,ANG,GER-06,Germany 2006,D,1,3,Angola,3,0,2,1,1,2,-1,2,Eliminated,
345,IRA,GER-06,Germany 2006,D,1,4,Iran,3,0,1,2,2,6,-4,1,Eliminated,
346,ITA,GER-06,Germany 2006,E,1,1,Italy,3,2,1,0,5,1,4,7,Advanced,
347,GHA,GER-06,Germany 2006,E,1,2,Ghana,3,2,0,1,4,3,1,6,Advanced,
348,CZR,GER-06,Germany 2006,E,1,3,Czech Republic,3,1,0,2,3,4,-1,3,Eliminated,
349,USA,GER-06,Germany 2006,E,1,4,United States,3,0,1,2,2,6,-4,1,Eliminated,
350,BRA,GER-06,Germany 2006,F,1,1,Brazil,3,3,0,0,7,1,6,9,Advanced,
351,AUS,GER-06,Germany 2006,F,1,2,Australia,3,1,1,1,5,5,0,4,Advanced,
352,CRO,GER-06,Germany 2006,F,1,3,Croatia,3,0,2,1,2,3,-1,2,Eliminated,
353,JAP,GER-06,Germany 2006,F,1,4,Japan,3,0,1,2,2,7,-5,1,Eliminated,
354,SWI,GER-06,Germany 2006,G,1,1,Switzerland,3,2,1,0,4,0,4,7,Advanced,
355,FRA,GER-06,Germany 2006,G,1,2,France,3,1,2,0,3,1,2,5,Advanced,
356,SKO,GER-06,Germany 2006,G,1,3,South Korea,3,1,1,1,3,4,-1,4,Eliminated,
357,TOG,GER-06,Germany 2006,G,1,4,Togo,3,0,0,3,1,6,-5,0,Eliminated,
358,SPA,GER-06,Germany 2006,H,1,1,Spain,3,3,0,0,8,1,7,9,Advanced,
359,UKR,GER-06,Germany 2006,H,1,2,Ukraine,3,2,0,1,5,4,1,6,Advanced,
360,TUN,GER-06,Germany 2006,H,1,3,Tunisia,3,0,1,2,3,6,-3,1,Eliminated,
361,SAU,GER-06,Germany 2006,H,1,4,Saudi Arabia,3,0,1,2,2,7,-5,1,Eliminated,
362,URU,SOU-10,South Africa 2010,A,1,1,Uruguay,3,2,1,0,4,0,4,7,Advanced,
363,MEX,SOU-10,South Africa 2010,A,1,2,Mexico,3,1,1,1,3,2,1,4,Advanced,
364,RSA,SOU-10,South Africa 2010,A,1,3,South Africa,3,1,1,1,3,5,-2,4,Eliminated,
365,FRA,SOU-10,South Africa 2010,A,1,4,France,3,0,1,2,1,4,-3,1,Eliminated,
366,ARG,SOU-10,South Africa 2010,B,1,1,Argentina,3,3,0,0,7,1,6,9,Advanced,
367,SKO,SOU-10,South Africa 2010,B,1,2,South Korea,3,1,1,1,5,6,-1,4,Advanced,
368,GRE,SOU-10,South Africa 2010,B,1,3,Greece,3,1,0,2,2,5,-3,3,Eliminated,
369,NIG,SOU-10,South Africa 2010,B,1,4,Nigeria,3,0,1,2,3,5,-2,1,Eliminated,
370,USA,SOU-10,South Africa 2010,C,1,1,United States,3,1,2,0,4,3,1,5,Advanced,
371,ENG,SOU-10,South Africa 2010,C,1,2,England,3,1,2,0,2,1,1,5,Advanced,
372,SLN,SOU-10,South Africa 2010,C,1,3,Slovenia,3,1,1,1,3,3,0,4,Eliminated,
373,ALG,SOU-10,South Africa 2010,C,1,4,Algeria,3,0,1,2,0,2,-2,1,Eliminated,
374,GER,SOU-10,South Africa 2010,D,1,1,Germany,3,2,0,1,5,1,4,6,Advanced,
375,GHA,SOU-10,South Africa 2010,D,1,2,Ghana,3,1,1,1,2,2,0,4,Advanced,
376,AUS,SOU-10,South Africa 2010,D,1,3,Australia,3,1,1,1,3,6,-3,4,Eliminated,
377,SER,SOU-10,South Africa 2010,D,1,4,Serbia,3,1,0,2,2,3,-1,3,Eliminated,
378,NET,SOU-10,South Africa 2010,E,1,1,Netherlands,3,3,0,0,5,1,4,9,Advanced,
379,JAP,SOU-10,South Africa 2010,E,1,2,Japan,3,2,0,1,4,2,2,6,Advanced,
380,DEN,SOU-10,South Africa 2010,E,1,3,Denmark,3,1,0,2,3,6,-3,3,Eliminated,
381,CAM,SOU-10,South Africa 2010,E,1,4,Cameroon,3,0,0,3,2,5,-3,0,Eliminated,
382,PAR,SOU-10,South Africa 2010,F,1,1,Paraguay,3,1,2,0,3,1,2,5,Advanced,
383,SLK,SOU-10,South Africa 2010,F,1,2,Slovakia,3,1,1,1,4,5,-1,4,Advanced,
384,NEW,SOU-10,South Africa 2010,F,1,3,New Zealand,3,0,3,0,2,2,0,3,Eliminated,
385,ITA,SOU-10,South Africa 2010,F,1,4,Italy,3,0,2,1,4,5,-1,2,Eliminated,
386,BRA,SOU-10,South Africa 2010,G,1,1,Brazil,3,2,1,0,5,2,3,7,Advanced,
387,POR,SOU-10,South Africa 2010,G,1,2,Portugal,3,1,2,0,7,0,7,5,Advanced,
388,IVO,SOU-10,South Africa 2010,G,1,3,Ivory Coast,3,1,1,1,4,3,1,4,Eliminated,
389,NKO,SOU-10,South Africa 2010,G,1,4,North Korea,3,0,0,3,1,12,-11,0,Eliminated,
390,SPA,SOU-10,South Africa 2010,H,1,1,Spain,3,2,0,1,4,2,2,6,Advanced,
391,CHI,SOU-10,South Africa 2010,H,1,2,Chile,3,2,0,1,3,2,1,6,Advanced,
392,SWI,SOU-10,South Africa 2010,H,1,3,Switzerland,3,1,1,1,1,1,0,4,Eliminated,
393,HON,SOU-10,South Africa 2010,H,1,4,Honduras,3,0,1,2,0,3,-3,1,Eliminated,
394,BRA,BRA-14,Brazil 2014,A,1,1,Brazil,3,2,1,0,7,2,5,7,Advanced,
395,MEX,BRA-14,Brazil 2014,A,1,2,Mexico,3,2,1,0,4,1,3,7,Advanced,
396,CRO,BRA-14,Brazil 2014,A,1,3,Croatia,3,1,0,2,6,6,0,3,Eliminated,
397,CAM,BRA-14,Brazil 2014,A,1,4,Cameroon,3,0,0,3,1,9,-8,0,Eliminated,
398,NET,BRA-14,Brazil 2014,B,1,1,Netherlands,3,3,0,0,10,3,7,9,Advanced,
399,CHI,BRA-14,Brazil 2014,B,1,2,Chile,3,2,0,1,5,3,2,6,Advanced,
400,SPA,BRA-14,Brazil 2014,B,1,3,Spain,3,1,0,2,4,7,-3,3,Eliminated,
401,AUS,BRA-14,Brazil 2014,B,1,4,Australia,3,0,0,3,3,9,-6,0,Eliminated,
402,COL,BRA-14,Brazil 2014,C,1,1,Colombia,3,3,0,0,9,2,7,9,Advanced,
403,GRE,BRA-14,Brazil 2014,C,1,2,Greece,3,1,1,1,2,4,-2,4,Advanced,
404,IVO,BRA-14,Brazil 2014,C,1,3,Ivory Coast,3,1,0,2,4,5,-1,3,Eliminated,
405,JAP,BRA-14,Brazil 2014,C,1,4,Japan,3,0,1,2,2,6,-4,1,Eliminated,
406,COS,BRA-14,Brazil 2014,D,1,1,Costa Rica,3,2,1,0,4,1,3,7,Advanced,
407,URU,BRA-14,Brazil 2014,D,1,2,Uruguay,3,2,0,1,4,4,0,6,Advanced,
408,ITA,BRA-14,Brazil 2014,D,1,3,Italy,3,1,0,2,2,3,-1,3,Eliminated,
409,ENG,BRA-14,Brazil 2014,D,1,4,England,3,0,1,2,2,4,-2,1,Eliminated,
410,FRA,BRA-14,Brazil 2014,E,1,1,France,3,2,1,0,8,2,6,7,Advanced,
411,SWI,BRA-14,Brazil 2014,E,1,2,Switzerland,3,2,0,1,7,6,1,6,Advanced,
412,ECU,BRA-14,Brazil 2014,E,1,3,Ecuador,3,1,1,1,3,3,0,4,Eliminated,
413,HON,BRA-14,Brazil 2014,E,1,4,Honduras,3,0,0,3,1,8,-7,0,Eliminated,
414,ARG,BRA-14,Brazil 2014,F,1,1,Argentina,3,3,0,0,6,3,3,9,Advanced,
415,NIG,BRA-14,Brazil 2014,F,1,2,Nigeria,3,1,1,1,3,3,0,4,Advanced,
416,BOS,BRA-14,Brazil 2014,F,1,3,Bosnia and Herzegovina,3,1,0,2,4,4,0,3,Eliminated,
417,IRA,BRA-14,Brazil 2014,F,1,4,Iran,3,0,1,2,1,4,-3,1,Eliminated,
418,GER,BRA-14,Brazil 2014,G,1,1,Germany,3,2,1,0,7,2,5,7,Advanced,
419,USA,BRA-14,Brazil 2014,G,1,2,United States,3,1,1,1,4,4,0,4,Advanced,
420,POR,BRA-14,Brazil 2014,G,1,3,Portugal,3,1,1,1,4,7,-3,4,Eliminated,
421,GHA,BRA-14,Brazil 2014,G,1,4,Ghana,3,0,1,2,4,6,-2,1,Eliminated,
422,BEL,BRA-14,Brazil 2014,H,1,1,Belgium,3,3,0,0,4,1,3,9,Advanced,
423,ALG,BRA-14,Brazil 2014,H,1,2,Algeria,3,1,1,1,6,5,1,4,Advanced,
424,RUS,BRA-14,Brazil 2014,H,1,3,Russia,3,0,2,1,2,3,-1,2,Eliminated,
425,SKO,BRA-14,Brazil 2014,H,1,4,South Korea,3,0,1,2,3,6,-3,1,Eliminated,
426,URU,RUS-18,Russia 2018,A,1,1,Uruguay,3,3,0,0,5,0,5,9,Advanced,
427,RUS,RUS-18,Russia 2018,A,1,2,Russia,3,2,0,1,8,4,4,6,Advanced,
428,SAU,RUS-18,Russia 2018,A,1,3,Saudi Arabia,3,1,0,2,2,7,-5,3,Eliminated,
429,EGY,RUS-18,Russia 2018,A,1,4,Egypt,3,0,0,3,2,6,-4,0,Eliminated,
430,SPA,RUS-18,Russia 2018,B,1,1,Spain,3,1,2,0,6,5,1,5,Advanced,
431,POR,RUS-18,Russia 2018,B,1,2,Portugal,3,1,2,0,5,4,1,5,Advanced,
432,IRA,RUS-18,Russia 2018,B,1,3,Iran,3,1,1,1,2,2,0,4,Eliminated,
433,MOR,RUS-18,Russia 2018,B,1,4,Morocco,3,0,1,2,2,4,-2,1,Eliminated,
434,FRA,RUS-18,Russia 2018,C,1,1,France,3,2,1,0,3,1,2,7,Advanced,
435,DEN,RUS-18,Russia 2018,C,1,2,Denmark,3,1,2,0,2,1,1,5,Advanced,
436,PER,RUS-18,Russia 2018,C,1,3,Peru,3,1,0,2,2,2,0,3,Eliminated,
437,AUS,RUS-18,Russia 2018,C,1,4,Australia,3,0,1,2,2,5,-3,1,Eliminated,
438,CRO,RUS-18,Russia 2018,D,1,1,Croatia,3,3,0,0,7,1,6,9,Advanced,
439,ARG,RUS-18,Russia 2018,D,1,2,Argentina,3,1,1,1,3,5,-2,4,Advanced,
440,NIG,RUS-18,Russia 2018,D,1,3,Nigeria,3,1,0,2,3,4,-1,3,Eliminated,
441,ICE,RUS-18,Russia 2018,D,1,4,Iceland,3,0,1,2,2,5,-3,1,Eliminated,
442,BRA,RUS-18,Russia 2018,E,1,1,Brazil,3,2,1,0,5,1,4,7,Advanced,
443,SWI,RUS-18,Russia 2018,E,1,2,Switzerland,3,1,2,0,5,4,1,5,Advanced,
444,SER,RUS-18,Russia 2018,E,1,3,Serbia,3,1,0,2,2,4,-2,3,Eliminated,
445,COS,RUS-18,Russia 2018,E,1,4,Costa Rica,3,0,1,2,2,5,-3,1,Eliminated,
446,SWE,RUS-18,Russia 2018,F,1,1,Sweden,3,2,0,1,5,2,3,6,Advanced,
447,MEX,RUS-18,Russia 2018,F,1,2,Mexico,3,2,0,1,3,4,-1,6,Advanced,
448,SKO,RUS-18,Russia 2018,F,1,3,South Korea,3,1,0,2,3,3,0,3,Eliminated,
449,GER,RUS-18,Russia 2018,F,1,4,Germany,3,1,0,2,2,4,-2,3,Eliminated,
450,BEL,RUS-18,Russia 2018,G,1,1,Belgium,3,3,0,0,9,2,7,9,Advanced,
451,ENG,RUS-18,Russia 2018,G,1,2,England,3,2,0,1,8,3,5,6,Advanced,
452,TUN,RUS-18,Russia 2018,G,1,3,Tunisia,3,1,0,2,5,8,-3,3,Eliminated,
453,PAN,RUS-18,Russia 2018,G,1,4,Panama,3,0,0,3,2,11,-9,0,Eliminated,
454,COL,RUS-18,Russia 2018,H,1,1,Colombia,3,2,0,1,5,2,3,6,Advanced,
455,JAP,RUS-18,Russia 2018,H,1,2,Japan,3,1,1,1,4,4,0,4,Advanced,
456,SEN,RUS-18,Russia 2018,H,1,3,Senegal,3,1,1,1,4,4,0,4,Eliminated,
457,POL,RUS-18,Russia 2018,H,1,4,Poland,3,1,0,2,2,5,-3,3,Eliminated,
458,NET,QUA-22,Quatar 2022,A,1,1,Netherlands,3,2,1,0,5,1,4,7,Advanced,
459,SEN,QUA-22,Quatar 2022,A,1,2,Senegal,3,2,0,1,5,4,1,6,Advanced,
460,ECU,QUA-22,Quatar 2022,A,1,3,Ecuador,3,1,1,1,4,3,1,4,Eliminated,
461,QAT,QUA-22,Quatar 2022,A,1,4,Qatar,3,0,0,3,1,7,-6,0,Eliminated,
462,ENG,QUA-22,Quatar 2022,B,1,1,England,3,2,1,0,9,2,7,7,Advanced,
463,USA,QUA-22,Quatar 2022,B,1,2,United States,3,1,2,0,2,1,1,5,Advanced,
464,IRA,QUA-22,Quatar 2022,B,1,3,Iran,3,1,0,2,4,7,-3,3,Eliminated,
465,WAL,QUA-22,Quatar 2022,B,1,4,Wales,3,0,1,2,1,6,-5,1,Eliminated,
466,ARG,QUA-22,Quatar 2022,C,1,1,Argentina,3,2,0,1,5,2,3,6,Advanced,
467,POL,QUA-22,Quatar 2022,C,1,2,Poland,3,1,1,1,2,2,0,4,Advanced,
468,MEX,QUA-22,Quatar 2022,C,1,3,Mexico,3,1,1,1,2,3,-1,4,Eliminated,
469,SAU,QUA-22,Quatar 2022,C,1,4,Saudi Arabia,3,1,0,2,3,5,-2,3,Eliminated,
470,FRA,QUA-22,Quatar 2022,D,1,1,France,3,2,0,1,6,3,3,6,Advanced,
471,AUS,QUA-22,Quatar 2022,D,1,2,Australia,3,2,0,1,3,4,-1,6,Advanced,
472,TUN,QUA-22,Quatar 2022,D,1,3,Tunisia,3,1,1,1,1,1,0,4,Eliminated,
473,DEN,QUA-22,Quatar 2022,D,1,4,Denmark,3,0,1,2,1,3,-2,1,Eliminated,
474,JAP,QUA-22,Quatar 2022,E,1,1,Japan,3,2,0,1,4,3,1,6,Advanced,
475,SPA,QUA-22,Quatar 2022,E,1,2,Spain,3,1,1,1,9,3,6,4,Advanced,
476,GER,QUA-22,Quatar 2022,E,1,3,Germany,3,1,1,1,6,5,1,4,Eliminated,
477,COS,QUA-22,Quatar 2022,E,1,4,Costa Rica,3,1,0,2,3,11,-8,3,Eliminated,
478,MOR,QUA-22,Quatar 2022,F,1,1,Morocco,3,2,1,0,4,1,3,7,Advanced,
479,CRO,QUA-22,Quatar 2022,F,1,2,Croatia,3,1,2,0,4,1,3,5,Advanced,
480,BEL,QUA-22,Quatar 2022,F,1,3,Belgium,3,1,1,1,1,2,-1,4,Eliminated,
481,CAN,QUA-22,Quatar 2022,F,1,4,Canada,3,0,0,3,2,7,-5,0,Eliminated,
482,BRA,QUA-22,Quatar 2022,G,1,1,Brazil,3,2,0,1,3,1,2,6,Advanced,
483,SWI,QUA-22,Quatar 2022,G,1,2,Switzerland,3,2,0,1,4,3,1,6,Advanced,
484,CAM,QUA-22,Quatar 2022,G,1,3,Cameroon,3,1,1,1,4,4,0,4,Eliminated,
485,SER,QUA-22,Quatar 2022,G,1,4,Serbia,3,0,1,2,5,8,-3,1,Eliminated,
486,POR,QUA-22,Quatar 2022,H,1,1,Portugal,3,2,0,1,6,4,2,6,Advanced,
487,SKO,QUA-22,Quatar 2022,H,1,2,South Korea,3,1,1,1,4,4,0,4,Advanced,
488,URU,QUA-22,Quatar 2022,H,1,3,Uruguay,3,1,1,1,2,2,0,4,Eliminated,
489,GHA,QUA-22,Quatar 2022,H,1,4,Ghana,3,1,0,2,5,7,-2,3,Eliminated,
